trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights
TRP0007757,2022,10,Summer (Jun-Aug),South Korea,New Zealand,Honeymoon,Family,4,14
TRP0007758,2023,1,Autumn (Sep-Nov),Japan,New Zealand,Business,Family,3,6
TRP0007759,2023,9,Spring (Mar-May),Spain,Japan,Business,Business Traveler,1,4
TRP0007760,2024,3,Spring (Mar-May),India,USA,Adventure/Sports,Family,4,12
TRP0007761,2021,6,Spring (Mar-May),Italy,Malaysia,Business,Couple,2,4
TRP0007762,2022,2,Summer (Jun-Aug),Spain,Italy,Leisure/Tourism,Group Tour,18,3
TRP0007763,2024,3,Winter (Dec-Feb),Netherlands,Thailand,Education,Group Tour,28,100
TRP0007764,2023,9,Autumn (Sep-Nov),France,Japan,Honeymoon,Business Traveler,1,11
TRP0007765,2022,8,Summer (Jun-Aug),South Korea,Switzerland,Leisure/Tourism,Backpacker,1,14
TRP0007766,2020,8,Autumn (Sep-Nov),Turkey,Turkey,Adventure/Sports,Backpacker,2,17
TRP0007767,2024,5,Spring (Mar-May),Netherlands,Turkey,Leisure/Tourism,Backpacker,2,4
TRP0007768,2022,12,Autumn (Sep-Nov),Canada,UAE,Adventure/Sports,Couple,1,17
TRP0007769,2020,4,Summer (Jun-Aug),Saudi Arabia,New Zealand,Leisure/Tourism,Business Traveler,1,3
TRP0007770,2022,10,Summer (Jun-Aug),Italy,UAE,Education,Solo,1,85
TRP0007771,2024,11,Winter (Dec-Feb),Japan,Australia,Adventure/Sports,Solo,1,17
TRP0007772,2020,6,Winter (Dec-Feb),Turkey,UAE,Leisure/Tourism,Business Traveler,1,4
TRP0007773,2023,9,Winter (Dec-Feb),Italy,Canada,Adventure/Sports,Solo,1,5
TRP0007774,2023,11,Spring (Mar-May),Italy,Australia,Leisure/Tourism,Business Traveler,1,4
TRP0007775,2021,10,Summer (Jun-Aug),UK,Egypt,Leisure/Tourism,Couple,2,20
TRP0007776,2022,12,Summer (Jun-Aug),South Korea,Singapore,Business,Family,5,2
TRP0007777,2019,5,Spring (Mar-May),Japan,Thailand,Leisure/Tourism,Backpacker,1,7
TRP0007778,2023,6,Winter (Dec-Feb),China,Turkey,Education,Couple,2,127
TRP0007779,2024,3,Autumn (Sep-Nov),Netherlands,Japan,Business,Solo,1,2
TRP0007780,2024,7,Winter (Dec-Feb),Italy,Japan,Medical Tourism,Backpacker,2,9
TRP0007781,2019,2,Summer (Jun-Aug),India,Switzerland,Business,Group Tour,14,5
TRP0007782,2023,2,Autumn (Sep-Nov),India,Greece,Leisure/Tourism,Backpacker,2,8
TRP0007783,2023,6,Spring (Mar-May),France,Thailand,Cultural Exchange,Couple,1,11
TRP0007784,2019,9,Spring (Mar-May),Mexico,Turkey,Business,Couple,1,6
TRP0007785,2024,8,Autumn (Sep-Nov),Germany,Maldives,Adventure/Sports,Group Tour,25,3
TRP0007786,2023,3,Autumn (Sep-Nov),Spain,Singapore,Digital Nomad,Backpacker,1,81
TRP0007787,2020,7,Autumn (Sep-Nov),Brazil,Singapore,Family Visit,Backpacker,2,14
TRP0007788,2022,2,Winter (Dec-Feb),China,Canada,Business,Group Tour,8,2
TRP0007789,2020,10,Spring (Mar-May),India,France,Leisure/Tourism,Backpacker,1,3
TRP0007790,2024,8,Spring (Mar-May),Saudi Arabia,Egypt,Medical Tourism,Backpacker,2,10
TRP0007791,2023,5,Autumn (Sep-Nov),China,Canada,Medical Tourism,Business Traveler,1,11
TRP0007792,2024,1,Summer (Jun-Aug),Turkey,Singapore,Business,Family,5,5
TRP0007793,2023,3,Summer (Jun-Aug),Italy,Italy,Business,Couple,1,5
TRP0007794,2022,2,Winter (Dec-Feb),USA,Greece,Leisure/Tourism,Group Tour,20,18
TRP0007795,2024,6,Spring (Mar-May),Japan,Singapore,Business,Family,6,4
TRP0007796,2024,12,Summer (Jun-Aug),Brazil,Maldives,Leisure/Tourism,Solo,1,20
TRP0007797,2024,2,Autumn (Sep-Nov),Russia,Japan,Adventure/Sports,Backpacker,2,17
TRP0007798,2019,6,Spring (Mar-May),China,Singapore,Family Visit,Couple,1,11
TRP0007799,2024,1,Spring (Mar-May),Pakistan,Turkey,Adventure/Sports,Family,5,7
TRP0007800,2023,12,Autumn (Sep-Nov),Australia,Italy,Leisure/Tourism,Solo,1,15
TRP0007801,2020,8,Summer (Jun-Aug),UK,Malaysia,Honeymoon,Couple,1,18
TRP0007802,2022,4,Summer (Jun-Aug),Russia,Singapore,Medical Tourism,Group Tour,27,26
TRP0007803,2022,11,Autumn (Sep-Nov),India,Malaysia,Leisure/Tourism,Solo,1,11
TRP0007804,2019,11,Winter (Dec-Feb),Pakistan,Singapore,Leisure/Tourism,Backpacker,1,7
TRP0007805,2024,12,Winter (Dec-Feb),Germany,Indonesia,Religious/Pilgrimage,Solo,1,18
TRP0007806,2023,12,Spring (Mar-May),UAE,Greece,Family Visit,Solo,1,15
TRP0007807,2021,4,Autumn (Sep-Nov),Brazil,USA,Business,Backpacker,1,2
TRP0007808,2023,7,Autumn (Sep-Nov),Australia,Indonesia,Leisure/Tourism,Group Tour,17,20
TRP0007809,2024,2,Autumn (Sep-Nov),UAE,New Zealand,Leisure/Tourism,Group Tour,23,8
TRP0007810,2024,10,Summer (Jun-Aug),USA,Italy,Leisure/Tourism,Family,3,10
TRP0007811,2024,3,Winter (Dec-Feb),France,Singapore,Business,Group Tour,17,4
TRP0007812,2024,7,Winter (Dec-Feb),Canada,Canada,Cultural Exchange,Solo,1,7
TRP0007813,2019,6,Autumn (Sep-Nov),Turkey,Turkey,Leisure/Tourism,Group Tour,15,11
TRP0007814,2023,12,Summer (Jun-Aug),South Korea,Indonesia,Honeymoon,Couple,2,14
TRP0007815,2019,12,Summer (Jun-Aug),Canada,UK,Digital Nomad,Family,6,87
TRP0007816,2023,8,Summer (Jun-Aug),Japan,Greece,Cultural Exchange,Couple,2,6
TRP0007817,2022,4,Winter (Dec-Feb),UAE,Singapore,Digital Nomad,Business Traveler,1,45
TRP0007818,2024,2,Winter (Dec-Feb),China,Singapore,Leisure/Tourism,Couple,1,5
TRP0007819,2021,2,Summer (Jun-Aug),UK,Australia,Education,Family,3,81
TRP0007820,2022,2,Winter (Dec-Feb),Brazil,Thailand,Adventure/Sports,Business Traveler,1,16
TRP0007821,2020,11,Summer (Jun-Aug),Russia,Turkey,Medical Tourism,Group Tour,26,23
TRP0007822,2023,7,Spring (Mar-May),Spain,Greece,Business,Family,6,2
TRP0007823,2020,12,Autumn (Sep-Nov),Italy,UK,Leisure/Tourism,Solo,1,3
TRP0007824,2022,6,Summer (Jun-Aug),Italy,UAE,Religious/Pilgrimage,Business Traveler,1,17
TRP0007825,2023,3,Summer (Jun-Aug),Netherlands,Canada,Medical Tourism,Backpacker,1,25
TRP0007826,2019,10,Summer (Jun-Aug),Spain,Switzerland,Family Visit,Solo,1,5
TRP0007827,2020,12,Summer (Jun-Aug),China,France,Leisure/Tourism,Family,6,4
TRP0007828,2024,4,Winter (Dec-Feb),France,UAE,Adventure/Sports,Group Tour,9,18
TRP0007829,2021,12,Autumn (Sep-Nov),Australia,UK,Cultural Exchange,Backpacker,2,7
TRP0007830,2023,8,Summer (Jun-Aug),Russia,Italy,Leisure/Tourism,Backpacker,2,11
TRP0007831,2019,11,Winter (Dec-Feb),India,Switzerland,Family Visit,Business Traveler,1,4
TRP0007832,2019,9,Spring (Mar-May),UK,Japan,Business,Family,4,6
TRP0007833,2020,1,Winter (Dec-Feb),Japan,Malaysia,Honeymoon,Group Tour,10,15
TRP0007834,2021,11,Autumn (Sep-Nov),France,Thailand,Education,Backpacker,1,130
TRP0007835,2020,6,Summer (Jun-Aug),Spain,New Zealand,Medical Tourism,Group Tour,16,11
TRP0007836,2023,7,Winter (Dec-Feb),Mexico,Thailand,Education,Business Traveler,1,70
TRP0007837,2019,2,Summer (Jun-Aug),Brazil,Indonesia,Leisure/Tourism,Group Tour,9,18
TRP0007838,2023,2,Winter (Dec-Feb),Canada,Morocco,Leisure/Tourism,Couple,1,7
TRP0007839,2021,8,Spring (Mar-May),Italy,Japan,Leisure/Tourism,Family,6,20
TRP0007840,2021,4,Autumn (Sep-Nov),Turkey,UAE,Honeymoon,Couple,2,19
TRP0007841,2019,12,Winter (Dec-Feb),Australia,Greece,Cultural Exchange,Family,3,13
TRP0007842,2023,2,Autumn (Sep-Nov),Turkey,Turkey,Leisure/Tourism,Family,6,11
TRP0007843,2024,1,Winter (Dec-Feb),France,Thailand,Cultural Exchange,Group Tour,29,11
TRP0007844,2023,10,Spring (Mar-May),Italy,Spain,Adventure/Sports,Family,4,3
TRP0007845,2022,12,Spring (Mar-May),USA,Thailand,Religious/Pilgrimage,Backpacker,1,9
TRP0007846,2023,3,Summer (Jun-Aug),Saudi Arabia,Indonesia,Leisure/Tourism,Family,3,17
TRP0007847,2024,9,Spring (Mar-May),Netherlands,Australia,Leisure/Tourism,Business Traveler,1,15
TRP0007848,2022,10,Summer (Jun-Aug),Germany,USA,Medical Tourism,Family,5,20
TRP0007849,2019,2,Autumn (Sep-Nov),Pakistan,Australia,Leisure/Tourism,Business Traveler,1,15
TRP0007850,2023,9,Winter (Dec-Feb),Australia,Italy,Religious/Pilgrimage,Couple,2,14
TRP0007851,2024,3,Autumn (Sep-Nov),Japan,Italy,Education,Couple,2,128
TRP0007852,2019,4,Autumn (Sep-Nov),Germany,Australia,Adventure/Sports,Backpacker,2,15
TRP0007853,2023,1,Autumn (Sep-Nov),Mexico,Egypt,Honeymoon,Couple,1,11
TRP0007854,2021,7,Spring (Mar-May),Spain,Thailand,Adventure/Sports,Solo,1,14
TRP0007855,2022,3,Summer (Jun-Aug),Mexico,Switzerland,Religious/Pilgrimage,Group Tour,25,13
TRP0007856,2022,3,Winter (Dec-Feb),Canada,Spain,Leisure/Tourism,Couple,2,16
TRP0007857,2020,7,Summer (Jun-Aug),Spain,Malaysia,Education,Couple,1,42
TRP0007858,2024,5,Summer (Jun-Aug),Canada,Spain,Family Visit,Backpacker,1,13
TRP0007859,2022,1,Autumn (Sep-Nov),Australia,Australia,Leisure/Tourism,Couple,2,16
TRP0007860,2020,9,Winter (Dec-Feb),Brazil,Japan,Cultural Exchange,Group Tour,14,5
TRP0007861,2022,10,Spring (Mar-May),UAE,UAE,Religious/Pilgrimage,Group Tour,29,18
TRP0007862,2024,8,Winter (Dec-Feb),France,New Zealand,Leisure/Tourism,Solo,1,10
TRP0007863,2023,6,Winter (Dec-Feb),Russia,New Zealand,Religious/Pilgrimage,Couple,1,19
TRP0007864,2023,8,Spring (Mar-May),India,New Zealand,Business,Family,4,2
TRP0007865,2022,10,Summer (Jun-Aug),India,Egypt,Education,Couple,1,71
TRP0007866,2022,9,Winter (Dec-Feb),South Korea,Spain,Honeymoon,Solo,1,9
TRP0007867,2023,8,Autumn (Sep-Nov),UK,New Zealand,Business,Couple,2,3
TRP0007868,2024,5,Summer (Jun-Aug),UAE,Australia,Leisure/Tourism,Family,4,5
TRP0007869,2023,4,Winter (Dec-Feb),Australia,Egypt,Religious/Pilgrimage,Family,4,7
TRP0007870,2024,6,Winter (Dec-Feb),Canada,Switzerland,Leisure/Tourism,Business Traveler,1,5
TRP0007871,2019,10,Spring (Mar-May),Canada,Switzerland,Leisure/Tourism,Solo,1,5
TRP0007872,2019,6,Spring (Mar-May),Germany,France,Cultural Exchange,Couple,1,20
TRP0007873,2021,5,Winter (Dec-Feb),Germany,Indonesia,Business,Couple,1,3
TRP0007874,2024,11,Autumn (Sep-Nov),China,UAE,Leisure/Tourism,Solo,1,6
TRP0007875,2021,4,Winter (Dec-Feb),Spain,Malaysia,Digital Nomad,Business Traveler,1,81
TRP0007876,2019,5,Spring (Mar-May),India,New Zealand,Education,Business Traveler,1,144
TRP0007877,2023,3,Summer (Jun-Aug),Russia,Thailand,Medical Tourism,Group Tour,8,23
TRP0007878,2022,10,Autumn (Sep-Nov),Canada,Switzerland,Business,Group Tour,8,5
TRP0007879,2023,6,Spring (Mar-May),Germany,Italy,Religious/Pilgrimage,Group Tour,9,13
TRP0007880,2022,9,Spring (Mar-May),Australia,Malaysia,Digital Nomad,Backpacker,2,53
TRP0007881,2020,3,Winter (Dec-Feb),USA,New Zealand,Adventure/Sports,Couple,2,18
TRP0007882,2022,10,Autumn (Sep-Nov),UK,UK,Religious/Pilgrimage,Solo,1,5
TRP0007883,2024,11,Summer (Jun-Aug),Turkey,Malaysia,Business,Business Traveler,1,6
TRP0007884,2023,11,Summer (Jun-Aug),South Korea,Turkey,Leisure/Tourism,Solo,1,19
TRP0007885,2024,8,Autumn (Sep-Nov),Russia,UAE,Leisure/Tourism,Business Traveler,1,18
TRP0007886,2022,8,Spring (Mar-May),USA,USA,Religious/Pilgrimage,Family,3,15
TRP0007887,2024,8,Autumn (Sep-Nov),Germany,UK,Medical Tourism,Family,4,17
TRP0007888,2023,1,Autumn (Sep-Nov),Canada,Switzerland,Business,Solo,1,4
TRP0007889,2019,10,Spring (Mar-May),Italy,Indonesia,Business,Family,6,3
TRP0007890,2023,12,Winter (Dec-Feb),Saudi Arabia,Switzerland,Religious/Pilgrimage,Group Tour,27,17
TRP0007891,2020,1,Summer (Jun-Aug),Australia,Thailand,Religious/Pilgrimage,Solo,1,13
TRP0007892,2022,8,Summer (Jun-Aug),Italy,Switzerland,Medical Tourism,Couple,1,22
TRP0007893,2020,8,Autumn (Sep-Nov),Brazil,Maldives,Business,Couple,1,4
TRP0007894,2024,5,Winter (Dec-Feb),Australia,UK,Leisure/Tourism,Family,3,13
TRP0007895,2023,8,Autumn (Sep-Nov),Germany,Singapore,Medical Tourism,Group Tour,21,21
TRP0007896,2022,6,Winter (Dec-Feb),USA,Indonesia,Leisure/Tourism,Couple,2,8
TRP0007897,2019,12,Autumn (Sep-Nov),Italy,Turkey,Family Visit,Couple,1,12
TRP0007898,2024,5,Winter (Dec-Feb),Pakistan,Canada,Business,Group Tour,14,2
TRP0007899,2020,2,Summer (Jun-Aug),Japan,Spain,Medical Tourism,Solo,1,12
TRP0007900,2024,3,Summer (Jun-Aug),France,Italy,Business,Backpacker,1,3
TRP0007901,2023,12,Spring (Mar-May),South Korea,Indonesia,Medical Tourism,Couple,1,7
TRP0007902,2020,9,Winter (Dec-Feb),Saudi Arabia,Turkey,Business,Solo,1,6
TRP0007903,2022,2,Summer (Jun-Aug),Pakistan,Morocco,Medical Tourism,Solo,1,22
TRP0007904,2022,1,Winter (Dec-Feb),Mexico,Switzerland,Religious/Pilgrimage,Family,4,17
TRP0007905,2022,11,Autumn (Sep-Nov),Mexico,Italy,Family Visit,Couple,2,13
TRP0007906,2023,4,Winter (Dec-Feb),Saudi Arabia,Japan,Religious/Pilgrimage,Group Tour,10,8
TRP0007907,2022,9,Autumn (Sep-Nov),Brazil,Indonesia,Business,Family,3,5
TRP0007908,2022,9,Winter (Dec-Feb),South Korea,Greece,Family Visit,Backpacker,1,5
TRP0007909,2021,7,Winter (Dec-Feb),South Korea,Italy,Leisure/Tourism,Couple,1,6
TRP0007910,2021,9,Spring (Mar-May),Australia,Australia,Digital Nomad,Business Traveler,1,43
TRP0007911,2024,4,Autumn (Sep-Nov),Germany,Thailand,Leisure/Tourism,Solo,1,8
TRP0007912,2020,8,Spring (Mar-May),India,Switzerland,Cultural Exchange,Couple,1,13
TRP0007913,2023,7,Spring (Mar-May),Saudi Arabia,Morocco,Leisure/Tourism,Couple,1,3
TRP0007914,2022,11,Summer (Jun-Aug),Pakistan,Maldives,Business,Backpacker,1,4
TRP0007915,2022,1,Spring (Mar-May),UK,Egypt,Family Visit,Family,4,11
TRP0007916,2019,9,Autumn (Sep-Nov),China,Indonesia,Medical Tourism,Group Tour,19,12
TRP0007917,2021,7,Autumn (Sep-Nov),South Korea,Singapore,Leisure/Tourism,Couple,1,16
TRP0007918,2023,1,Autumn (Sep-Nov),UAE,New Zealand,Business,Business Traveler,1,5
TRP0007919,2023,5,Winter (Dec-Feb),Australia,UAE,Medical Tourism,Couple,2,21
TRP0007920,2024,10,Spring (Mar-May),Mexico,Spain,Leisure/Tourism,Couple,1,18
TRP0007921,2022,2,Autumn (Sep-Nov),Canada,Italy,Education,Solo,1,160
TRP0007922,2023,2,Summer (Jun-Aug),Canada,Turkey,Leisure/Tourism,Business Traveler,1,9
TRP0007923,2020,11,Summer (Jun-Aug),Pakistan,Morocco,Business,Solo,1,3
TRP0007924,2023,6,Autumn (Sep-Nov),South Korea,France,Digital Nomad,Couple,1,34
TRP0007925,2023,2,Winter (Dec-Feb),Germany,France,Medical Tourism,Couple,2,11
TRP0007926,2024,11,Spring (Mar-May),Japan,UK,Business,Backpacker,1,3
TRP0007927,2024,11,Summer (Jun-Aug),South Korea,Switzerland,Leisure/Tourism,Family,5,17
TRP0007928,2023,3,Winter (Dec-Feb),UAE,USA,Cultural Exchange,Backpacker,1,18
TRP0007929,2023,10,Autumn (Sep-Nov),Pakistan,Japan,Business,Family,5,5
TRP0007930,2023,10,Winter (Dec-Feb),Netherlands,Australia,Adventure/Sports,Solo,1,17
TRP0007931,2022,10,Summer (Jun-Aug),Japan,Spain,Leisure/Tourism,Solo,1,15
TRP0007932,2019,11,Autumn (Sep-Nov),UAE,Canada,Honeymoon,Solo,1,18
TRP0007933,2021,12,Summer (Jun-Aug),Japan,Singapore,Leisure/Tourism,Business Traveler,1,3
TRP0007934,2022,7,Winter (Dec-Feb),Mexico,Malaysia,Family Visit,Solo,1,8
TRP0007935,2024,6,Autumn (Sep-Nov),Spain,Singapore,Leisure/Tourism,Family,3,5
TRP0007936,2022,2,Spring (Mar-May),Pakistan,Japan,Medical Tourism,Business Traveler,1,29
TRP0007937,2024,8,Autumn (Sep-Nov),Mexico,USA,Honeymoon,Couple,1,15
TRP0007938,2022,10,Summer (Jun-Aug),Japan,Singapore,Medical Tourism,Solo,1,17
TRP0007939,2022,12,Spring (Mar-May),Spain,Spain,Business,Couple,2,6
TRP0007940,2024,12,Autumn (Sep-Nov),Germany,Singapore,Family Visit,Family,4,17
TRP0007941,2024,11,Winter (Dec-Feb),Australia,Italy,Business,Solo,1,3
TRP0007942,2021,10,Spring (Mar-May),Russia,Italy,Education,Family,6,164
TRP0007943,2021,12,Winter (Dec-Feb),France,New Zealand,Leisure/Tourism,Backpacker,1,10
TRP0007944,2024,7,Autumn (Sep-Nov),UAE,Greece,Adventure/Sports,Solo,1,3
TRP0007945,2021,10,Summer (Jun-Aug),China,Morocco,Leisure/Tourism,Couple,1,18
TRP0007946,2019,6,Summer (Jun-Aug),Australia,UAE,Honeymoon,Couple,2,19
TRP0007947,2020,4,Autumn (Sep-Nov),Italy,Thailand,Honeymoon,Business Traveler,1,13
TRP0007948,2024,10,Summer (Jun-Aug),Spain,Japan,Adventure/Sports,Solo,1,15
TRP0007949,2023,4,Spring (Mar-May),South Korea,France,Business,Couple,2,2
TRP0007950,2021,9,Autumn (Sep-Nov),France,France,Education,Solo,1,49
TRP0007951,2023,4,Spring (Mar-May),South Korea,Turkey,Leisure/Tourism,Family,6,20
TRP0007952,2019,12,Summer (Jun-Aug),Mexico,Thailand,Education,Backpacker,2,103
TRP0007953,2023,11,Summer (Jun-Aug),Turkey,Indonesia,Cultural Exchange,Family,4,5
TRP0007954,2020,12,Summer (Jun-Aug),Australia,Canada,Leisure/Tourism,Solo,1,19
TRP0007955,2024,1,Spring (Mar-May),Netherlands,Singapore,Leisure/Tourism,Business Traveler,1,12
TRP0007956,2021,6,Spring (Mar-May),UK,Singapore,Leisure/Tourism,Couple,1,4
TRP0007957,2020,10,Summer (Jun-Aug),Pakistan,UAE,Cultural Exchange,Group Tour,14,19
TRP0007958,2023,10,Spring (Mar-May),Canada,Thailand,Family Visit,Business Traveler,1,20
TRP0007959,2022,4,Winter (Dec-Feb),Germany,Egypt,Family Visit,Couple,2,9
TRP0007960,2024,3,Summer (Jun-Aug),Italy,Maldives,Leisure/Tourism,Family,3,13
TRP0007961,2019,10,Spring (Mar-May),Japan,UAE,Digital Nomad,Group Tour,25,31
TRP0007962,2019,8,Summer (Jun-Aug),Spain,Spain,Leisure/Tourism,Couple,2,17
TRP0007963,2024,10,Spring (Mar-May),UK,UAE,Adventure/Sports,Couple,2,17
TRP0007964,2021,8,Summer (Jun-Aug),UAE,Singapore,Leisure/Tourism,Solo,1,18
TRP0007965,2023,4,Spring (Mar-May),Pakistan,Canada,Leisure/Tourism,Couple,1,17
TRP0007966,2024,6,Spring (Mar-May),Brazil,UK,Religious/Pilgrimage,Backpacker,1,16
TRP0007967,2024,12,Autumn (Sep-Nov),France,Greece,Family Visit,Family,6,3
TRP0007968,2021,7,Winter (Dec-Feb),Turkey,Thailand,Leisure/Tourism,Group Tour,28,4
TRP0007969,2022,10,Summer (Jun-Aug),Mexico,Singapore,Education,Business Traveler,1,46
TRP0007970,2024,5,Autumn (Sep-Nov),Saudi Arabia,UAE,Adventure/Sports,Couple,2,7
TRP0007971,2022,8,Autumn (Sep-Nov),Turkey,UK,Business,Solo,1,6
TRP0007972,2024,5,Spring (Mar-May),Canada,Indonesia,Medical Tourism,Group Tour,28,10
TRP0007973,2023,11,Summer (Jun-Aug),Italy,Thailand,Religious/Pilgrimage,Group Tour,19,19
TRP0007974,2020,2,Summer (Jun-Aug),Italy,UK,Business,Backpacker,2,5
TRP0007975,2021,9,Autumn (Sep-Nov),Spain,UK,Leisure/Tourism,Family,3,7
TRP0007976,2019,10,Winter (Dec-Feb),France,Maldives,Business,Backpacker,2,2
TRP0007977,2021,5,Spring (Mar-May),Spain,Canada,Business,Business Traveler,1,6
TRP0007978,2019,10,Spring (Mar-May),USA,Singapore,Business,Group Tour,23,4
TRP0007979,2024,2,Autumn (Sep-Nov),Canada,UAE,Religious/Pilgrimage,Solo,1,12
TRP0007980,2019,4,Spring (Mar-May),Spain,Switzerland,Leisure/Tourism,Group Tour,15,19
TRP0007981,2024,7,Summer (Jun-Aug),Canada,Greece,Leisure/Tourism,Family,5,20
TRP0007982,2023,6,Winter (Dec-Feb),Netherlands,UAE,Leisure/Tourism,Couple,2,18
TRP0007983,2022,9,Winter (Dec-Feb),Brazil,Australia,Family Visit,Solo,1,6
TRP0007984,2023,4,Spring (Mar-May),Netherlands,Egypt,Leisure/Tourism,Solo,1,3
TRP0007985,2022,7,Spring (Mar-May),Japan,Singapore,Family Visit,Family,4,15
TRP0007986,2019,10,Summer (Jun-Aug),UAE,New Zealand,Leisure/Tourism,Group Tour,19,3
TRP0007987,2021,10,Autumn (Sep-Nov),Japan,UAE,Leisure/Tourism,Solo,1,20
TRP0007988,2021,12,Winter (Dec-Feb),Germany,Canada,Leisure/Tourism,Family,3,12
TRP0007989,2023,12,Summer (Jun-Aug),UAE,UK,Business,Couple,2,4
TRP0007990,2019,5,Summer (Jun-Aug),Australia,Japan,Family Visit,Group Tour,13,16
TRP0007991,2024,2,Summer (Jun-Aug),UK,Turkey,Leisure/Tourism,Solo,1,11
TRP0007992,2023,8,Autumn (Sep-Nov),Spain,New Zealand,Medical Tourism,Solo,1,10
TRP0007993,2021,9,Winter (Dec-Feb),Brazil,Australia,Family Visit,Solo,1,10
TRP0007994,2024,10,Winter (Dec-Feb),Turkey,Maldives,Business,Solo,1,4
TRP0007995,2021,3,Autumn (Sep-Nov),Japan,Thailand,Leisure/Tourism,Family,4,5
TRP0007996,2019,11,Spring (Mar-May),UAE,New Zealand,Business,Business Traveler,1,6
TRP0007997,2022,12,Winter (Dec-Feb),Canada,Turkey,Education,Business Traveler,1,62
TRP0007998,2022,10,Spring (Mar-May),France,Egypt,Medical Tourism,Family,4,21
TRP0007999,2023,3,Spring (Mar-May),Pakistan,USA,Business,Family,4,4
TRP0008000,2023,11,Summer (Jun-Aug),Mexico,Australia,Honeymoon,Group Tour,19,11
TRP0008001,2019,11,Spring (Mar-May),Spain,Thailand,Adventure/Sports,Family,4,9
TRP0008002,2019,1,Spring (Mar-May),Russia,Morocco,Business,Business Traveler,1,5
TRP0008003,2023,11,Autumn (Sep-Nov),South Korea,Canada,Business,Backpacker,2,4
TRP0008004,2023,4,Spring (Mar-May),Australia,Singapore,Education,Couple,1,124
TRP0008005,2020,9,Autumn (Sep-Nov),Australia,France,Religious/Pilgrimage,Family,4,15
TRP0008006,2021,4,Winter (Dec-Feb),China,Singapore,Honeymoon,Family,6,19
TRP0008007,2022,3,Summer (Jun-Aug),Mexico,USA,Leisure/Tourism,Backpacker,1,5
TRP0008008,2023,7,Autumn (Sep-Nov),South Korea,Spain,Cultural Exchange,Solo,1,3
TRP0008009,2023,5,Winter (Dec-Feb),Turkey,Switzerland,Leisure/Tourism,Business Traveler,1,18
TRP0008010,2024,11,Summer (Jun-Aug),China,Switzerland,Religious/Pilgrimage,Group Tour,24,16
TRP0008011,2021,10,Winter (Dec-Feb),Russia,Canada,Medical Tourism,Solo,1,11
TRP0008012,2021,3,Summer (Jun-Aug),Germany,France,Leisure/Tourism,Family,4,6
TRP0008013,2019,9,Winter (Dec-Feb),Canada,Italy,Education,Group Tour,10,87
TRP0008014,2023,1,Summer (Jun-Aug),Brazil,New Zealand,Leisure/Tourism,Couple,1,10
TRP0008015,2022,3,Spring (Mar-May),Australia,Switzerland,Leisure/Tourism,Solo,1,14
TRP0008016,2021,5,Autumn (Sep-Nov),Japan,New Zealand,Leisure/Tourism,Family,4,17
TRP0008017,2024,5,Summer (Jun-Aug),Japan,Singapore,Education,Couple,2,71
TRP0008018,2022,9,Winter (Dec-Feb),Turkey,Canada,Education,Business Traveler,1,56
TRP0008019,2020,7,Autumn (Sep-Nov),South Korea,Maldives,Leisure/Tourism,Solo,1,10
TRP0008020,2023,3,Spring (Mar-May),UAE,France,Leisure/Tourism,Solo,1,13
TRP0008021,2024,7,Autumn (Sep-Nov),South Korea,Australia,Education,Couple,1,127
TRP0008022,2022,7,Winter (Dec-Feb),Canada,Canada,Leisure/Tourism,Family,4,16
TRP0008023,2021,1,Autumn (Sep-Nov),UK,Italy,Cultural Exchange,Business Traveler,1,19
TRP0008024,2022,4,Autumn (Sep-Nov),Netherlands,Australia,Business,Family,3,6
TRP0008025,2023,11,Winter (Dec-Feb),Brazil,Malaysia,Adventure/Sports,Business Traveler,1,13
TRP0008026,2019,6,Autumn (Sep-Nov),Japan,Egypt,Business,Solo,1,6
TRP0008027,2023,4,Autumn (Sep-Nov),Italy,Egypt,Leisure/Tourism,Couple,1,10
TRP0008028,2023,7,Winter (Dec-Feb),Italy,Egypt,Leisure/Tourism,Family,4,8
TRP0008029,2022,6,Summer (Jun-Aug),Australia,Switzerland,Family Visit,Solo,1,20
TRP0008030,2023,5,Winter (Dec-Feb),UAE,Thailand,Business,Business Traveler,1,3
TRP0008031,2021,11,Autumn (Sep-Nov),Brazil,Italy,Leisure/Tourism,Family,6,18
TRP0008032,2022,6,Winter (Dec-Feb),South Korea,UK,Adventure/Sports,Solo,1,7
TRP0008033,2024,12,Winter (Dec-Feb),France,Italy,Business,Solo,1,5
TRP0008034,2024,6,Autumn (Sep-Nov),Brazil,Indonesia,Leisure/Tourism,Family,4,20
TRP0008035,2024,8,Autumn (Sep-Nov),France,Spain,Cultural Exchange,Group Tour,25,10
TRP0008036,2019,9,Autumn (Sep-Nov),Spain,Japan,Leisure/Tourism,Solo,1,18
TRP0008037,2023,9,Summer (Jun-Aug),Saudi Arabia,Indonesia,Leisure/Tourism,Group Tour,15,20
TRP0008038,2019,10,Summer (Jun-Aug),UAE,Italy,Adventure/Sports,Couple,1,4
TRP0008039,2024,2,Autumn (Sep-Nov),France,UK,Family Visit,Backpacker,2,20
TRP0008040,2024,5,Winter (Dec-Feb),Italy,Indonesia,Honeymoon,Couple,2,16
TRP0008041,2019,1,Autumn (Sep-Nov),Brazil,New Zealand,Adventure/Sports,Family,3,10
